DocId,phase,occupation,occupation_code,level,level_code,year,step,year_source,month,end,profile,position,Institution,sublevel,category_final,sector_code,Code,category_main,category,city,province_country,area,area2,area_code
imh-11-44,POST-US,official,O4,Mid-level,L3,1914,3,1914,NA,NA,official,Government Official,President's Office,Department of Ceremonies,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-46,POST-US,official,O4,Mid-level,L3,1905,1,1905,NA,1907,official,Government Official,Ministry of Industry,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-46,POST-US,official,O4,Senior,L4,1914,5,1914,NA,1916,representative,Councillor,Cheng Shih Tang,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-46,POST-US,official,O4,Senior,L4,1915,6,1914,NA,1916,representative,Councillor,Kuo Wu Yuen,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-46,POST-US,official,O4,Senior,L4,1916,7,1916,NA,NA,representative,Councillor,Ministry of Foreign Affairs,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-48,POST-US,technical,O5,Mid-level,L3,1914,3,1914,NA,NA,technical,Technical Expert,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-48,POST-US,official,O4,Senior,L4,1916,4,1916,NA,NA,official,Private Secretary,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-55,POST-US,official,O4,Mid-level,L3,1912,1,1912,NA,1913,official,Government Official,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-7,POST-US,official,O4,Top Executive,L6,1912,2,1912,NA,NA,official,Vice-Minister,Ministry of Commerce and Industry,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-7,POST-US,official,O4,Top Executive,L6,1912,3,1912,NA,NA,official,Acting Minister,Ministry of Commerce and Industry,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-8,POST-US,official,O4,Mid-level,L3,1907,2,1907,NA,NA,official,Secretary,Ministry of Finance,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-80,POST-US,managerial,O3,Executive,L5,1912,3,1912,NA,1913,managerial,Co-Director,Ministry of Finance,Assaying Office,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-80,POST-US,technical,O5,Mid-level,L3,1913,4,1913,NA,NA,technical,Technical Expert,Ministry of Finance,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-80,POST-US,administrative,O2,Senior,L4,1914,7,1914,NA,1916,administrative,Inspector-General,Ministry of Finance,Inspector-General of Mints,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-82,POST-US,technical,O5,Mid-level,L3,1910,1,1910,NA,1917,technical,Compiler,Ministry of Communications,Law Department,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-82,POST-US,official,O4,Senior,L4,1913,4,1910,NA,1917,representative,Councillor,Ministry of Finance,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-83,POST-US,official,O4,Mid-level,L3,1915,2,1915,NA,NA,official,Government Official,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-83,POST-US,official,O4,Mid-level,L3,1916,3,1916,NA,NA,official,Government Official,President's Office,Telegraph Department,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-87,POST-US,official,O4,Mid-level,L3,1911,3,1911,NA,1912,official,Secretary,Vice-President Li Yuan-Hung,Foreign Affairs,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-88,POST-US,official,O4,Mid-level,L3,1913,6,1913,NA,NA,official,Officer,Ministry of Finance,Bureau of Currency and Banking,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-9,POST-US,official,O4,Mid-level,L3,1911,1,1911,NA,NA,official,Government Official,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-9,POST-US,official,O4,Senior,L4,1916,8,1916,NA,1917,representative,Councillor,Ministry of Communications,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-98,POST-US,official,O4,Mid-level,L3,1916,1,1916,NA,NA,official,Government Official,Ministry of Foreign Affairs,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-98,POST-US,official,O4,Mid-level,L3,1917,2,1916,NA,NA,official,Officer,Cabinet Office,NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-184,POST-US,managerial,O3,Senior,L4,1914,4,1914,NA,1916,managerial,Chief of Division,Ministry of Agriculture and Commerce,Division of Reforestation,government: central,GOVC,GOVC,government,government: central,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-179,POST-US,abroad,O7,Other,L0,1908,11,1908,NA,NA,abroad,Special Envoy,Ministry of Foreign Affairs,NA,government: central,GOVC,GOVC,government,government: central,NA,United States,Abroad,America,O1
imh-11-342,POST-US,abroad,O7,Senior,L4,1902,6,1902,NA,NA,abroad,Charge d'Affaires,Ministry of Foreign Affairs,NA,government: central,GOVC,GOVC,government,government: central,Brussels,Belgium,Abroad,Europe,O3
imh-11-147,POST-US,technical,O5,Mid-level,L3,1915,1,1915,NA,NA,technical,Engineer in Charge,Ministry of Communications,Submarine Cable,government: central,GOVC,GOVC,government,government: central,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-183,POST-US,official,O4,Mid-level,L3,1914,8,NA,NA,1911,representative,Government Representative,Chinese Government,NA,government: central,GOVC,GOVC,government,government: central,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-193,POST-US,administrative,O2,Mid-level,L3,1907,1,NA,NA,NA,administrative,Inspector,Ministry of Education,Inspectof of Education in Canton and Peking,government: central,GOVC,GOVC,government,government: central,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-10,POST-US,official,O4,Top Executive,L6,1911,1,1911,NA,NA,official,Minister,Ministry of Foreign Affairs,Provisional Government,government: central,GOVC,GOVC,government,government: central,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-10,POST-US,official,O4,Top Executive,L6,1912,2,1912,NA,NA,official,Minister,Ministry of Justice,First Republican Cabinet,government: central,GOVC,GOVC,government,government: central,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-103,POST-US,official,O4,Mid-level,L3,1912,3,1912,NA,NA,official,Secretary,Ministry of Foreign Affairs,Provisional Government,government: central,GOVC,GOVC,government,government: central,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-9,POST-US,official,O4,Senior,L4,1912,2,1912,NA,NA,representative,Councillor,Ministry of Foreign Affairs,Provisional Government,government: central,GOVC,GOVC,government,government: central,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-46,POST-US,official,O4,Mid-level,L3,1907,2,1907,NA,NA,official,Government Official,"Ministry of Agriculture, Industry and Commerce",NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-89,POST-US,administrative,O2,Junior,L2,1911,2,1911,NA,NA,administrative,Junior Clerk,"Ministry of Agriculture, Industry and Commerce",NA,government: central,GOVC,GOVC,government,government: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-255,POST-US,administrative,O2,Mid-level,L3,1904,3,1904,NA,1906,administrative,Translator,American Consulate,NA,government: foreign,GOVF,GOVF,government,government: foreign,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-161,POST-US,official,O4,Mid-level,L3,1885,2,1885,NA,1903,official,Secretary,Viceroy Chang Chi-Tung,NA,government: local,GOVL,GOVL,government,government: local,Wuchang,Hubei,Other,Central,C1
imh-11-271,POST-US,official,O4,Senior,L4,1910,1,1910,NA,NA,representative,Councillor,Wuchang Viceroy,NA,government: local,GOVL,GOVL,government,government: local,Wuchang,Hubei,Other,Central,C1
imh-11-308,POST-US,administrative,O2,Mid-level,L3,1911,2,1910,NA,1911,administrative,English Secretary,Viceroy of Hupeh,NA,government: local,GOVL,GOVL,government,government: local,Wuchang,Hubei,Other,Central,C1
imh-11-309,POST-US,official,O4,Mid-level,L3,1911,1,1911,NA,NA,representative,Commissioner,Commissioner of Foreign Affairs at Wuchang,NA,government: local,GOVL,GOVL,government,government: local,Wuchang,Hubei,Other,Central,C1
imh-11-227,POST-US,official,O4,Mid-level,L3,1913,6,1913,NA,1915,representative,Commissioner,Commissioner of Foreign Affairs for Anhui,NA,government: local,GOVL,GOVL,government,government: local,NA,Anhui,Other,Central,C1
imh-11-271,POST-US,official,O4,Mid-level,L3,1911,4,1911,NA,NA,representative,Commissioner,Commissioner of Finance for Hupeh,NA,government: local,GOVL,GOVL,government,government: local,NA,Hubei,Other,Central,C1
imh-11-46,POST-US,official,O4,Mid-level,L3,1912,3,1912,NA,NA,representative,Commissioner,Commissioner of Foreign Affairs for Hupeh,NA,government: local,GOVL,GOVL,government,government: local,NA,Hubei,Other,Central,C1
imh-11-127,POST-US,official,O4,Mid-level,L3,1902,1,1902,NA,1904,official,Secretary,Viceroy Chang Chi-Tung,NA,government: local,GOVL,GOVL,government,government: local,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-127,POST-US,official,O4,Mid-level,L3,1903,2,1902,NA,1904,official,Secretary,Viceroy Tuan Fang,NA,government: local,GOVL,GOVL,government,government: local,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-193,POST-US,official,O4,Mid-level,L3,1910,8,NA,NA,NA,official,Officer,Tze Cheng Yuan,NA,government: local,GOVL,GOVL,government,government: local,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-7,POST-US,official,O4,Senior,L4,1911,1,1911,NA,NA,representative,Member of Parliament,Peking Provisional Legislature,NA,government: local,GOVL,GOVL,government,government: local,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-14,POST-US,official,O4,Other,L0,1914,3,1914,NA,1916,representative,Special Commissioner,Commissioner of Foreign Affairs at Tientsin,NA,government: local,GOVL,GOVL,government,government: local,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-245,POST-US,official,O4,Other,L0,1917,5,1917,NA,NA,representative,Special Commissioner,Commissioner of Foreign Affairs at Tientsin,NA,government: local,GOVL,GOVL,government,government: local,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-267,POST-US,consulting-professional,O6,Senior,L4,1912,2,1912,NA,1913,consulting,Legal Advisor,Tientsin Governor,NA,government: local,GOVL,GOVL,government,government: local,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-303,POST-US,consulting-professional,O6,Mid-level,L3,1906,3,1906,NA,1910,other,Physician,Viceroy's Family,NA,government: local,GOVL,GOVL,government,government: local,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-140,POST-US,administrative,O2,Junior,L2,1907,1,1907,10,1910,administrative,Junior Secretary,Commissioner of Industry at Mukden,NA,government: local,GOVL,GOVL,government,government: local,Shenyang,Liaoning,Other,North-Northeast,N2
imh-11-179,POST-US,official,O4,Executive,L5,1907,10,1907,NA,NA,official,Governor,Fengtien Governor's Office,NA,government: local,GOVL,GOVL,government,government: local,Shenyang,Liaoning,Other,North-Northeast,N2
imh-11-14,POST-US,official,O4,Mid-level,L3,1913,2,1913,NA,NA,representative,Commissioner,Commissioner of Foreign Affairs at Chefoo,NA,government: local,GOVL,GOVL,government,government: local,Zhifu,Shandong,Other,North-Northeast,N2
imh-11-27,POST-US,official,O4,Mid-level,L3,1917,6,NA,NA,NA,representative,Commissioner,Commissionner of Foreign Affairs at Shanghai,NA,government: local,GOVL,GOVL,government,government: local,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-34,POST-US,official,O4,Senior,L4,1912,2,1911,NA,1912,representative,Municipal Councillor,Chapei Municipal Council,NA,government: local,GOVL,GOVL,government,government: local,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-359,POST-US,technical,O5,Student,L1,1914,2,1914,NA,1915,technical,Student Engineer,Shanghai Municipal Council,Electrical Department,government: local,GOVL,GOVL,government,government: local,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-136,POST-US,official,O4,Mid-level,L3,1914,2,1913,NA,NA,official,Officer,Canton Governor's Office,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-141,POST-US,technical,O5,Mid-level,L3,1908,2,1908,NA,NA,technical,Commercial Deputy,Kwangtung Provincial Government,Strait Settlement,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-282,POST-US,academic,O1,Mid-level,L3,1912,3,1910,NA,1916,academic,Teacher in English,Liangkwang Government Teachers' College,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-325,POST-US,consulting-professional,O6,Senior,L4,1907,1,1906,NA,1908,board,Board member,Canton Board of Education,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-385,POST-US,official,O4,Senior,L4,1912,2,1911,NA,NA,representative,Vice-Commissioner,Commissioner of Foreign Affairs for Kwangtung,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-385,POST-US,official,O4,Mid-level,L3,1913,3,1913,NA,NA,representative,Commissioner,Commissioner of Foreign Affairs for Kwangtung,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-56,POST-US,technical,O5,Senior,L4,1912,3,NA,NA,1916,technical,Professor of Mechanical Drawing,Liangkwang Government Teachers' College,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-8,POST-US,official,O4,Mid-level,L3,1906,1,1906,NA,NA,official,Secretary,Viceroy at Canton,NA,government: local,GOVL,GOVL,government,government: local,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-11,POST-US,official,O4,Mid-level,L3,1912,3,1902,NA,NA,representative,Commissioner,Commissioner of Industry and Commerce for Kwangtung,NA,government: local,GOVL,GOVL,government,government: local,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-227,POST-US,official,O4,Mid-level,L3,1914,7,1913,NA,1915,representative,Commissioner,Commissioner of Foreign Affairs for Kiangsu,NA,government: local,GOVL,GOVL,government,government: local,NA,Jiangsu,Other,Jiangnan,S3
imh-11-395,POST-US,official,O4,Mid-level,L3,1912,2,1912,NA,1913,representative,Commissioner,Commissioner of Foreign Affairs for Chekiang,NA,government: local,GOVL,GOVL,government,government: local,NA,Zhejiang,Other,Jiangnan,S3
imh-11-80,POST-US,consulting-professional,O6,Senior,L4,1915,8,1915,NA,1916,consulting,Adviser,Tuchun of Kiangsu,NA,government: local,GOVL,GOVL,government,government: local,NA,Jiangsu,Other,Jiangnan,S3
imh-11-219,POST-US,consulting-professional,O6,Senior,L4,1915,5,NA,NA,NA,consulting,Legal Advisor,General Li Yuan-Hung,NA,government: local,GOVL,GOVL,government,government: military,Hankou,Hubei,Other,Central,C1
imh-11-271,POST-US,consulting-professional,O6,Senior,L4,1911,3,1911,NA,NA,consulting,Adviser,General Li Yuan-Hung,NA,government: local,GOVL,GOVL,government,government: military,Wuchang,Hubei,Other,Central,C1
imh-11-48,POST-US,consulting-professional,O6,Senior,L4,1912,1,1912,NA,NA,consulting,Adviser,General Lan Tien Wei,Foreign Affairs,government: local,GOVL,GOVL,government,government: military,Changchun,Liaoning,Other,North-Northeast,N2
imh-11-138,POST-US,consulting-professional,O6,Senior,L4,1913,8,1911,NA,NA,consulting,Legal Advisor,Military Governor of Shanghai,NA,government: local,GOVL,GOVL,government,government: military,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-329,POST-US,managerial,O3,Executive,L5,1916,2,1916,NA,NA,managerial,Director,Kwangtung Military Government,Foreign Affairs,government: local,GOVL,GOVL,government,government: military,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-296,POST-US,consulting-professional,O6,Senior,L4,1913,4,1912,NA,1914,consulting,Military Advisor,Kiangsu Military Governor,NA,government: local,GOVL,GOVL,government,government: military,NA,Jiangsu,Other,Jiangnan,S3
imh-11-179,POST-US,official,O4,Other,L0,1901,4,1901,NA,NA,representative,Special Commissioner,Special Commissioner to Tibet,NA,government: local,GOVL,GOVL,government,government: other,NA,Tibet,Other,West,C2
imh-11-8,POST-US,abroad,O7,Senior,L4,1908,4,1908,NA,NA,abroad,Secretary,Special Envoy to America,NA,government: abroad,GOVF,GOVF,government,government: other,NA,United States,Abroad,America,O1
imh-11-54,POST-US,technical,O5,Mid-level,L3,1917,1,1907,NA,NA,technical,Engineer,Taku Dock,NA,works,ENG,ENG,industry,industry: dockyard,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-202,POST-US,technical,O5,Mid-level,L3,1912,1,1912,NA,1914,technical,Draftsman,Kiangnan Dockyard,NA,works,ENG,ENG,industry,industry: dockyard,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-387,POST-US,technical,O5,Mid-level,L3,1916,2,1916,NA,NA,technical,Naval Architect,Kiangnan Dockyard,NA,works,ENG,ENG,industry,industry: dockyard,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-202,POST-US,managerial,O3,Senior,L4,1915,3,1915,NA,1916,managerial,Engineering Superintendent,Foochow Government Dock,NA,works,ENG,ENG,industry,industry: dockyard,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-175,POST-US,managerial,O3,Mid-level,L3,1916,5,1916,NA,NA,managerial,Manager,Fu Foong Flour Mill Company,NA,enterprise,PRIV,COM,industry,industry: factory,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-125,POST-US,managerial,O3,Senior,L4,1913,1,1913,NA,1915,managerial,Assistant Superintendent,San Sing Cotton Mill,NA,enterprise,PRIV,COM,industry,industry: factory,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-259,POST-US,technical,O5,Junior,L2,1881,1,1881,NA,1884,technical,Undetermined,Shanghai First Cotton Mill,NA,enterprise,PRIV,COM,industry,industry: factory,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-119,POST-US,managerial,O3,Senior,L4,1914,3,1914,NA,NA,managerial,Superintendent,Fang Hing Tannery,NA,enterprise,PRIV,COM,industry,industry: factory,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-125,POST-US,managerial,O3,Senior,L4,1915,2,1915,NA,NA,managerial,Superintendent,Chin Sing Cotton Mill,NA,enterprise,PRIV,COM,industry,industry: factory,Wuxi,Jiangsu,Other,Jiangnan,S3
imh-11-105,POST-US,technical,O5,Mid-level,L3,1915,3,1915,NA,NA,technical,Engineer in Charge,Tayeh Iron Mines,Extention Department,works,ENG,ENG,industry,industry: mines,Daye,Hubei,Other,Central,C1
imh-11-11,POST-US,managerial,O3,Senior,L4,1914,4,NA,NA,1915,managerial,Superintendent,Tayeh Iron Mines,NA,works,ENG,ENG,industry,industry: mines,Daye,Hubei,Other,Central,C1
imh-11-21,POST-US,technical,O5,Mid-level,L3,1914,1,1914,NA,NA,technical,Mining Engineer,Tayeh Iron Mines,NA,works,ENG,ENG,industry,industry: mines,Daye,Hubei,Other,Central,C1
imh-11-243,POST-US,managerial,O3,Executive,L5,1913,1,1913,NA,NA,managerial,Acting Superintendent,Tayeh Iron Mines,NA,works,ENG,ENG,industry,industry: mines,Daye,Hubei,Other,Central,C1
imh-11-316,POST-US,technical,O5,Senior,L4,1915,2,1915,NA,NA,technical,Engineer-in-Chief,Tayeh Iron Mines,NA,works,ENG,ENG,industry,industry: mines,Daye,Hubei,Other,Central,C1
imh-11-288,POST-US,managerial,O3,Executive,L5,1915,2,1915,NA,NA,managerial,Director,Szechuen Bureau of Mines,NA,works,ENG,ENG,industry,industry: mines,NA,Sichuan,Other,West,C2
imh-11-65,POST-US,technical,O5,Mid-level,L3,1913,2,1913,NA,1914,technical,Mining Engineer,Huang-Tan-Ling Gold Mines,NA,works,ENG,ENG,industry,industry: mines,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-65,POST-US,technical,O5,Mid-level,L3,1914,3,1914,NA,1915,technical,Mining Engineer,Mao-Feng-Shan Gold Mines,NA,works,ENG,ENG,industry,industry: mines,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-65,POST-US,technical,O5,Mid-level,L3,1915,4,1915,NA,NA,technical,Mining Engineer,Huang-Kang-Ling Antimony Mines,NA,works,ENG,ENG,industry,industry: mines,NA,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-100,POST-US,technical,O5,Junior,L2,1916,1,1916,NA,NA,technical,Assistant Engineer,Pinghsiang Colliery,NA,works,ENG,ENG,industry,industry: mines,Pingxiang,Jiangxi,Other,Jiangnan,S3
imh-11-224,POST-US,technical,O5,Mid-level,L3,1912,3,1912,NA,1913,technical,Electrical Engineer,Pinghsiang Colliery,NA,works,ENG,ENG,industry,industry: mines,Pingxiang,Jiangxi,Other,Jiangnan,S3
imh-11-243,POST-US,technical,O5,Senior,L4,1914,2,1914,NA,NA,technical,Engineer-in-Chief,Pinghsiang Colliery,NA,works,ENG,ENG,industry,industry: mines,Pingxiang,Jiangxi,Other,Jiangnan,S3
imh-11-278,POST-US,technical,O5,Junior,L2,1914,1,1914,NA,NA,technical,Assistant Mining Engineer,Pinghsiang Colliery,NA,works,ENG,ENG,industry,industry: mines,Pingxiang,Jiangxi,Other,Jiangnan,S3
imh-11-271,POST-US,managerial,O3,Executive,L5,1913,10,1913,NA,NA,managerial,Director,Wuchang Mint,NA,works,ENG,ENG,industry,industry: mint,Wuchang,Hubei,Other,Central,C1
imh-11-271,POST-US,managerial,O3,Executive,L5,1911,5,1911,NA,NA,managerial,Director,Hupeh Mint,NA,works,ENG,ENG,industry,industry: mint,NA,Hubei,Other,Central,C1
imh-11-128,POST-US,technical,O5,Senior,L4,1905,1,1905,11,NA,technical,Chief Engineer,Tientsin Mint,NA,works,ENG,ENG,industry,industry: mint,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-80,POST-US,managerial,O3,Executive,L5,1917,9,1917,NA,NA,managerial,Director,Nanking Mint,NA,works,ENG,ENG,industry,industry: mint,Nanjing,Jiangsu,Other,Jiangnan,S3
imh-11-80,POST-US,managerial,O3,Executive,L5,1914,5,1914,NA,NA,managerial,Director,Soochow Mint,NA,works,ENG,ENG,industry,industry: mint,Suzhou,Jiangsu,Other,Jiangnan,S3
imh-11-221,POST-US,technical,O5,Mid-level,L3,1914,1,1914,NA,NA,technical,Chemist,Kua-Kee Cement Works,NA,works,ENG,ENG,industry,industry: works,Daye,Hubei,Other,Central,C1
imh-11-69,POST-US,technical,O5,Mid-level,L3,1912,1,1912,NA,NA,technical,Engineer,Hankow Reconstruction Works,NA,works,ENG,ENG,industry,industry: works,Hankou,Hubei,Other,Central,C1
imh-11-30,POST-US,technical,O5,Mid-level,L3,1916,1,1914,NA,NA,technical,Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,Hanyang,Hubei,Other,Central,C1
imh-11-180,POST-US,technical,O5,Junior,L2,1913,1,1913,NA,NA,technical,Assistant Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-242,POST-US,technical,O5,Mid-level,L3,1914,1,1913,NA,NA,technical,Metallurgical Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-279,POST-US,technical,O5,Junior,L2,1914,1,1914,NA,NA,technical,Assistant Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-306,POST-US,technical,O5,Mid-level,L3,1913,1,1913,NA,NA,technical,Metallurgical Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-309,POST-US,technical,O5,Mid-level,L3,1912,2,1912,NA,NA,technical,Surveyor,Hawi River and Grand Canal,NA,works,ENG,ENG,industry,industry: works,NA,Anhui,Other,Central,C1
imh-11-360,POST-US,technical,O5,Junior,L2,1915,1,1915,NA,NA,technical,Assistant Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-70,POST-US,technical,O5,Junior,L2,1915,2,1914,NA,1917,technical,Assistant Engineer,Hanyang Iron and Steel Works,NA,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-93,POST-US,technical,O5,Mid-level,L3,1916,2,1916,NA,NA,technical,Engineer in Charge,Hanyang Iron and Steel Works,Traffic Division and Brick Factory,works,ENG,ENG,industry,industry: works,NA,Hubei,Other,Central,C1
imh-11-126,POST-US,technical,O5,Mid-level,L3,1910,1,1910,NA,1911,technical,Foreman,Tangshan Locomotive Works,NA,railway,RAIL,RAIL,industry,industry: works,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-300,POST-US,technical,O5,Junior,L2,1916,3,1917,NA,NA,technical,Assistant Electrical Engineer,Tangshan Locomotive Works,NA,railway,RAIL,RAIL,industry,industry: works,Tangshan,Zhili,Beijing-Tianjin,Tangshan,N1
imh-11-105,POST-US,technical,O5,Junior,L2,1913,1,1913,NA,1914,technical,Assistant Hydrographer,Whangpoo Conservancy,NA,works,ENG,ENG,industry,industry: works,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-178,POST-US,technical,O5,Junior,L2,1914,1,1914,NA,NA,technical,Assistant Hydrographer,Whangpoo Conservancy,NA,works,ENG,ENG,industry,industry: works,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-118,POST-US,official,O4,Executive,L5,1913,4,1913,NA,NA,official,Justice,Supreme Court of China,NA,judiciary,OTHER,OTHER,judiciary,judiciary: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-138,POST-US,official,O4,Executive,L5,1914,9,1911,NA,NA,official,Justice,Supreme Court of China,NA,judiciary,OTHER,OTHER,judiciary,judiciary: central,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
